loss       nn_bpp     latent_bpp psnr_db    ms_ssim_db lpips_db   total_rate_bpp lmbda      time_sec   itr        mac_decoded_pixel feature_rate_bpp_00 feature_rate_bpp_01 feature_rate_bpp_02 feature_rate_bpp_03 feature_rate_bpp_04 feature_rate_bpp_05 feature_rate_bpp_06 alpha      beta       pred_db    dummy_pred img_size   n_pixels   display_order coding_order seq_name   arm_rate_bpp upsampling_rate_bpp synthesis_rate_bpp 
1.125598   0.036762   0.679983   33.884329  17.590545  -0.000000  0.716745   0.001000   7964.527598 210042     2291.371094 0.505418   0.111107   0.031944   0.020315   0.007176   0.002774   0.001249   1.000000   1.000000   6.628043   nan        512x768    393216     0          0          kodim24    0.021627   0.001104   0.014031   
