loss       nn_bpp     latent_bpp psnr_db    ms_ssim_db lpips_db   total_rate_bpp lmbda      time_sec   itr        mac_decoded_pixel feature_rate_bpp_00 feature_rate_bpp_01 feature_rate_bpp_02 feature_rate_bpp_03 feature_rate_bpp_04 feature_rate_bpp_05 feature_rate_bpp_06 alpha      beta       pred_db    dummy_pred img_size   n_pixels   display_order coding_order seq_name   arm_rate_bpp upsampling_rate_bpp synthesis_rate_bpp 
1.318280   0.036857   0.835344   33.505886  19.025192  -0.000000  0.872201   0.001000   16383.335507 419879     2291.371094 0.604568   0.146134   0.054349   0.017613   0.008660   0.003144   0.000876   1.000000   1.000000   8.662151   nan        512x768    393216     0          0          kodim05    0.021819   0.001105   0.013934   
