loss       nn_bpp     latent_bpp psnr_db    ms_ssim_db lpips_db   total_rate_bpp lmbda      time_sec   itr        mac_decoded_pixel feature_rate_bpp_00 feature_rate_bpp_01 feature_rate_bpp_02 feature_rate_bpp_03 feature_rate_bpp_04 feature_rate_bpp_05 feature_rate_bpp_06 alpha      beta       pred_db    dummy_pred img_size   n_pixels   display_order coding_order seq_name   arm_rate_bpp upsampling_rate_bpp synthesis_rate_bpp 
0.275947   0.041498   0.351488   39.253570  19.260000  -0.000000  0.392987   0.000400   15894.882900 420273     2291.371094 0.192228   0.059195   0.058157   0.025085   0.011018   0.004381   0.001423   1.000000   1.000000   6.741086   nan        512x768    393216     0          0          kodim23    0.025845   0.000891   0.014763   
