loss       nn_bpp     latent_bpp psnr_db    ms_ssim_db lpips_db   total_rate_bpp lmbda      time_sec   itr        mac_decoded_pixel feature_rate_bpp_00 feature_rate_bpp_01 feature_rate_bpp_02 feature_rate_bpp_03 feature_rate_bpp_04 feature_rate_bpp_05 feature_rate_bpp_06 alpha      beta       pred_db    dummy_pred img_size   n_pixels   display_order coding_order seq_name   arm_rate_bpp upsampling_rate_bpp synthesis_rate_bpp 
4.545454   0.032506   0.054121   25.508418  7.905248   -0.000000  0.086626   0.020000   16209.149654 527281     2291.371094 0.000211   0.033410   0.011764   0.005104   0.002326   0.000861   0.000444   1.000000   1.000000   5.173972   nan        512x768    393216     0          0          kodim06    0.019583   0.001202   0.011720   
