loss       nn_bpp     latent_bpp psnr_db    ms_ssim_db lpips_db   total_rate_bpp lmbda      time_sec   itr        mac_decoded_pixel feature_rate_bpp_00 feature_rate_bpp_01 feature_rate_bpp_02 feature_rate_bpp_03 feature_rate_bpp_04 feature_rate_bpp_05 feature_rate_bpp_06 alpha      beta       pred_db    dummy_pred img_size   n_pixels   display_order coding_order seq_name   arm_rate_bpp upsampling_rate_bpp synthesis_rate_bpp 
0.389135   0.036806   0.512396   37.709467  18.451334  -0.000000  0.549202   0.000400   19803.850502 525421     2291.371094 0.391794   0.056829   0.028704   0.019869   0.009499   0.004270   0.001429   1.000000   1.000000   5.509643   nan        512x768    393216     0          0          kodim15    0.021532   0.001231   0.014044   
