loss       nn_bpp     latent_bpp psnr_db    ms_ssim_db lpips_db   total_rate_bpp lmbda      time_sec   itr        mac_decoded_pixel feature_rate_bpp_00 feature_rate_bpp_01 feature_rate_bpp_02 feature_rate_bpp_03 feature_rate_bpp_04 feature_rate_bpp_05 feature_rate_bpp_06 alpha      beta       pred_db    dummy_pred img_size   n_pixels   display_order coding_order seq_name   arm_rate_bpp upsampling_rate_bpp synthesis_rate_bpp 
0.160611   0.039393   0.790901   41.102397  21.473447  -0.000000  0.830293   0.000100   4037.848862 104991     2291.371094 0.587373   0.103447   0.048646   0.033852   0.011333   0.004827   0.001423   1.000000   1.000000   6.146069   nan        768x512    393216     0          0          kodim10    0.021004   0.001388   0.017001   
