loss       nn_bpp     latent_bpp psnr_db    ms_ssim_db lpips_db   total_rate_bpp lmbda      time_sec   itr        mac_decoded_pixel feature_rate_bpp_00 feature_rate_bpp_01 feature_rate_bpp_02 feature_rate_bpp_03 feature_rate_bpp_04 feature_rate_bpp_05 feature_rate_bpp_06 alpha      beta       pred_db    dummy_pred img_size   n_pixels   display_order coding_order seq_name   arm_rate_bpp upsampling_rate_bpp synthesis_rate_bpp 
4.568556   0.034135   0.070022   26.046016  10.524843  -0.000000  0.104157   0.020000   10336.539693 316790     2291.371094 0.009931   0.034794   0.013641   0.007586   0.002240   0.001199   0.000631   1.000000   1.000000   6.318883   nan        512x768    393216     0          0          kodim21    0.020040   0.000858   0.013237   
